window_index,loss,forward_ms,teacher_ms,overhead_ms,total_ms,embedding_norm_mean,embedding_norm_std,teacher_norm_mean,teacher_norm_std,prediction_variance,total_spikes,spike_rate,synaptic_events,energy_proxy
0,1.2471578121185303,6.894791964441538,0.0,0.0006249174475669861,6.895416881889105,1.651877760887146,1.4497082233428955,2.4474215507507324,1.586419939994812,0.05065912380814552,866.0,0.02642822265625,110848.0,6.0141588e-06
1,0.014623709954321384,7.172583835199475,0.0,0.000500120222568512,7.173083955422044,0.9370214939117432,0.0903044193983078,0.8814746141433716,0.0008513812790624797,0.006644706707447767,330.0,0.01007080078125,42240.0,4.351594e-06
2,0.01852444000542164,7.085083052515984,0.0,0.0005420297384262085,7.08562508225441,0.9318388104438782,0.08174674212932587,0.8822422623634338,0.0,0.006699751131236553,314.0,0.00958251953125,40192.0,4.3019652000000005e-06
3,0.028242245316505432,7.081957999616861,0.0,0.0005420297384262085,7.0825000293552876,0.9516269564628601,0.08864448964595795,0.8822422623634338,0.0,0.006867404095828533,318.0,0.00970458984375,40704.0,4.3143724e-06
4,0.16131068766117096,7.134667132049799,0.0,0.0004998873919248581,7.135167019441724,0.920630156993866,0.09425319731235504,0.8822422623634338,0.0,0.006149863824248314,330.0,0.01007080078125,42240.0,4.351594e-06
5,0.0144497100263834,7.0786671712994576,0.0,0.0004577450454235077,7.079124916344881,0.9460815787315369,0.09094378352165222,0.8820475339889526,0.00022812285169493407,0.006853464990854263,318.0,0.00970458984375,40704.0,4.3143724e-06
6,0.05703996494412422,7.07320892252028,0.0,0.00045821070671081543,7.073667133226991,0.9273552894592285,0.0936146154999733,0.8202747106552124,0.06299469619989395,0.006450369022786617,353.0,0.010772705078125,45184.0,4.4229354e-06
7,0.050692588090896606,7.201791042461991,0.0,0.0006249174475669861,7.202415959909558,0.9354057312011719,0.09747925400733948,0.8549327254295349,0.027660682797431946,0.0065332017838954926,398.0,0.01214599609375,50944.0,4.5625164e-06
8,0.03953643515706062,7.123792078346014,0.0,0.0005830079317092896,7.124375086277723,0.9427692294120789,0.08997353911399841,0.8989657163619995,0.018819546326994896,0.006834669038653374,329.0,0.010040283203125,42112.0,4.3484922000000005e-06
9,0.0119038550183177,7.233582902699709,0.0,0.0006670597940683365,7.234249962493777,0.9462122917175293,0.09172670543193817,0.882361888885498,0.00013230076001491398,0.006767763756215572,322.0,0.00982666015625,41216.0,4.3267796e-06
10,0.02000655233860016,7.065291050821543,0.0,0.0004169996827840805,7.065708050504327,0.9297011494636536,0.08934212476015091,0.8822422623634338,0.0,0.006600965745747089,322.0,0.00982666015625,41216.0,4.3267796e-06
11,0.06455021351575851,6.891417084261775,0.0,0.0004989560693502426,6.891916040331125,0.9299585223197937,0.0828743726015091,0.8850343227386475,0.009952145628631115,0.0064320433884859085,325.0,0.009918212890625,41600.0,4.336085e-06
12,0.022686176002025604,7.101499941200018,0.0,0.000500120222568512,7.102000061422586,0.9393410682678223,0.08368393778800964,0.8837687969207764,0.0028531437274068594,0.00674127833917737,318.0,0.00970458984375,40704.0,4.3143724e-06
13,0.03958255797624588,7.099916925653815,0.0,0.000500120222568512,7.100417045876384,0.9219905734062195,0.08449956774711609,0.8825795650482178,0.0018710363656282425,0.006454945541918278,326.0,0.00994873046875,41728.0,4.3391868e-06
14,0.6640361547470093,7.048292085528374,0.0,0.00045797787606716156,7.048750063404441,0.9536762237548828,0.08775125443935394,1.1161677837371826,0.5030864477157593,0.006875824183225632,317.0,0.009674072265625,40576.0,4.3112706e-06
15,4.233700752258301,7.125125033780932,0.0,0.0005420297384262085,7.125667063519359,1.231249213218689,0.5922144055366516,1.5676188468933105,0.8448413014411926,0.01663791574537754,968.0,0.029541015625,123904.0,6.3305424e-06
16,0.34910890460014343,7.038458017632365,0.0,0.0005420297384262085,7.039000047370791,0.873838484287262,0.10496924072504044,0.8378816246986389,0.07995433360338211,0.005696470849215984,424.0,0.012939453125,54272.0,4.6431632e-06
17,0.013746784999966621,7.05850007943809,0.0,0.0004998873919248581,7.058999966830015,0.9432094693183899,0.08920811861753464,0.8819799423217773,0.004414246417582035,0.006863513495773077,330.0,0.01007080078125,42240.0,4.351594e-06
18,0.02638750895857811,7.11804092861712,0.0,0.0005841720849275589,7.118625100702047,0.931365966796875,0.08831477165222168,0.8784325122833252,0.004713200498372316,0.0066778152249753475,320.0,0.009765625,40960.0,4.320576e-06
19,0.018177544698119164,7.048165891319513,0.0,0.0005431938916444778,7.048709085211158,0.9382616877555847,0.09429001063108444,0.8819424510002136,0.0003436229017097503,0.00667988695204258,326.0,0.00994873046875,41728.0,4.3391868e-06
20,0.014272479340434074,7.0612081326544285,0.0,0.00045890919864177704,7.06166704185307,0.9444947242736816,0.09016421437263489,0.8727384805679321,0.011173623614013195,0.006877928040921688,318.0,0.00970458984375,40704.0,4.3143724e-06
21,0.02438277006149292,7.064250065013766,0.0,0.000500120222568512,7.064750185236335,0.9442324638366699,0.09121335297822952,0.8847265839576721,0.006227714009582996,0.0068083698861300945,325.0,0.009918212890625,41600.0,4.336085e-06
22,0.03700261563062668,7.063667057082057,0.0,0.0004998873919248581,7.064166944473982,0.9321616291999817,0.08847064524888992,0.8911806344985962,0.01292845793068409,0.006668952293694019,329.0,0.010040283203125,42112.0,4.3484922000000005e-06
23,0.024493075907230377,7.041750010102987,0.0,0.000416068360209465,7.042166078463197,0.9469724297523499,0.09083329141139984,0.8685681819915771,0.015161792747676373,0.006774533540010452,328.0,0.010009765625,41984.0,4.3453904e-06
